大分類,中分類,小分類,問題ID,問題本文,選択肢1,選択肢2,選択肢3,選択肢4,回答の選択肢番号,回答の解説,難易度
漫画,ワンピース,その他,ONEPIECE_734,「ワンピース」の世界における「ドレスローザ」が「情熱の国」と呼ばれる理由と、その国で「あること」が起こった結果は？,ドフラミンゴの支配、ドレスローザが解放された,情熱的な国民性、サボがメラメラの実を手に入れた,おもちゃの国、キュロスが元に戻った,地下の闇、ルフィがドフラミンゴを倒した,1,"ドレスローザが情熱の国と呼ばれる理由と、その国で起こった結果は「ドフラミンゴの支配、ドレスローザが解放された」ことです。",4
漫画,ワンピース,その他,ONEPIECE_735,「ワンピース」の世界における「ゾウ」が「動く島」と呼ばれる理由と、その島で「あること」が起こった結果は？,巨大な象の背中にあるため、ミンク族が住んでいる,特殊な能力を持つ島、ゾロが雷ぞうを救った,古代の生物が動かしている、ロード・ポーネグリフが存在した,常に移動している島、サンジが結婚を迫られた,1,"ゾウが動く島と呼ばれる理由と、その島で起こった結果は「巨大な象の背中にあるため、ミンク族が住んでいる」ことです。",4
漫画,ワンピース,その他,ONEPICE_NEW736,「ワンピース」の世界における「ホールケーキアイランド」が「お菓子の国」と呼ばれる理由と、その国で「あること」が起こった結果は？,ビッグ・マムの能力によるもの、サンジが結婚を拒否した,甘いものが豊富だから、麦わらの一味がビッグ・マムを撃退した,お菓子でできているため、ブルックがポーネグリフを写した,子供たちが住む場所、ジンベエが麦わらの一味に加入した,1,"ホールケーキアイランドがお菓子の国と呼ばれる理由と、その国で起こった結果は「ビッグ・マムの能力によるもの、サンジが結婚を拒否した」ことです。",4
漫画,ワンピース,その他,ONEPIECE_737,「ワンピース」の世界における「ワノ国」が「鎖国国家」と呼ばれる理由と、その国で「あること」が起こった結果は？,外部との交流を拒むため、ワノ国が開国された,将軍の命令、光月おでんが処刑された,独自の文化を持つため、カイドウが支配した,世界政府の監視下、ルフィがカイドウを倒した,1,"ワノ国が鎖国国家と呼ばれる理由と、その国で起こった結果は「外部との交流を拒むため、ワノ国が開国された」ことです。",4
漫画,ワンピース,その他,ONEPIECE_738,「ワンピース」の世界における「エッグヘッド」が「未来島」と呼ばれる理由と、その島で「あること」が起こった結果は？,Dr.ベガパンクの研究所があるため、ルフィがギア5を発動した,最新技術が開発されているため、セラフィムが登場した,未来の技術が詰まっている場所、黄猿が来襲した,未来を見ることができる場所、世界政府の陰謀が明らかになった,1,"エッグヘッドが未来島と呼ばれる理由と、その島で起こった結果は「Dr.ベガパンクの研究所があるため、ルフィがギア5を発動した」ことです。",4
漫画,ワンピース,その他,ONEPIECE_739,「ワンピース」の世界における「ロード・ポーネグリフ」の「色」が通常のポーネグリフと異なる理由は何？,特別な素材で作られているため,重要な情報が記されているため,古代の技術によるもの,世界政府が隠しているため,1,ロード・ポーネグリフの色が異なる理由は「特別な素材で作られているため」です。,4
漫画,ワンピース,その他,ONEPIECE_740,「ワンピース」の世界における「悪魔の実」が「再生」する際に、その能力が「最も近い果実」に宿るとされる理由は何？,悪魔の実の魂が移動するから,悪魔の実の木から生まれるから,悪魔の実の力場が働くから,悪魔の実の法則だから,1,悪魔の実が再生する際に能力が最も近い果実に宿る理由は「悪魔の実の魂が移動するから」です。,4
漫画,ワンピース,その他,ONEPIECE_741,「ワンピース」の世界における「覇気」の「覚醒」が、戦闘において「使用者」にどのような「変化」をもたらすか？,身体能力の向上,精神力の向上,悪魔の実の能力の強化,新たな技の習得,1,"覇気の覚醒は、戦闘において「身体能力の向上」と「精神力の向上」をもたらします。",4
漫画,ワンピース,その他,ONEPIECE_742,「ワンピース」の世界における「魚人族」と「人間」の間に存在する「歴史的な対立」が、物語の中でどのように描かれているか？,差別と偏見,戦争と争い,相互理解の欠如,奴隷制度,1,"魚人族と人間の歴史的な対立は、物語の中で「差別と偏見」と「奴隷制度」として描かれています。",4
漫画,ワンピース,その他,ONEPIECE_743,「ワンピース」の世界における「世界政府」が、自身の「正義」を貫くために、どのような「犠牲」を払ってきたか？,オハラの滅亡,古代兵器の隠蔽,Dの意思を持つ者の抹殺,世界情勢の操作,1,"世界政府が正義を貫くために払ってきた「犠牲」は「オハラの滅亡」と「古代兵器の隠蔽」です。",4
漫画,ワンピース,その他,ONEPIECE_744,「ワンピース」の世界における「海賊王」の「称号」が持つ「真の意味」とは何か？,自由の象徴,世界の支配者,最強の海賊,財宝の所有者,1,"海賊王の称号が持つ「真の意味」は「自由の象徴」とされています。",4
漫画,ワンピース,その他,ONEPIECE_745,「ワンピース」の世界における「最終島ラフテル」が、歴史から「隠蔽」されてきた理由は何？,空白の100年の真実が隠されているから,古代兵器が隠されているから,世界の支配者が隠しているから,Dの意思を持つ者が隠しているから,1,"最終島ラフテルが歴史から隠蔽されてきた理由は「空白の100年の真実が隠されているから」です。",4
漫画,ワンピース,その他,ONEPIECE_746,「ワンピース」の世界における「三大勢力」の「均衡」が崩れることによって、世界にどのような「影響」がもたらされるか？,戦争の勃発,新時代の到来,世界の混乱,新たな秩序の形成,1,"三大勢力の均衡が崩れることによって、世界には「戦争の勃発」と「新時代の到来」がもたらされます。",4
漫画,ワンピース,その他,ONEPIECE_747,「ワンピース」の世界における「Dの意思」を持つ者たちが、世界政府から「天敵」と見なされる理由は何？,世界の創造主の末裔だから,自由を求める存在だから,世界の秘密を知っているから,世界をひっくり返す力があるから,1,"Dの意思を持つ者たちが天敵と見なされる理由は「世界をひっくり返す力があるから」です。",4
漫画,ワンピース,その他,ONEPIECE_748,「ワンピース」の世界における「悪魔の実」の「起源」に関する「Dr.ベガパンクの仮説」とは何か？,人間の願望から生まれた,神の力から生まれた,地球のエネルギーから生まれた,宇宙の創造から生まれた,1,Dr.ベガパンクの仮説は「人間の願望から生まれた」です。,4
